BandCenters
377.1956495
382.20564950000005
387.2156495
392.2256495
397.2256495
402.2356495
407.24564949999996
412.2556495
417.2656495
422.27564950000004
427.2856495
432.29564949999997
437.29564949999997
442.3056495
447.3156495
452.3256495
457.3356495
462.34564950000004
467.3556495
472.35564949999997
477.36564949999996
482.3756495
487.3856495
492.3956495
497.4056495
502.4156495
507.4256495
512.4256495000001
517.4356495
522.4456495000001
527.4556495
532.4656494999999
537.4756495
542.4856495
547.4856495
552.4956495
557.5056495
562.5156495
567.5256495
572.5356495
577.5456495
582.5556495000001
587.5556495000001
592.5656495000001
597.5756494999999
602.5856495
607.5956495
612.6056494999999
617.6156495
622.6156495
627.6256495
632.6356495
637.6456495
642.6556495
647.6656495000001
652.6756495
657.6856495
662.6856495
667.6956495000001
672.7056495
677.7156494999999
682.7256495
687.7356495
692.7456494999999
697.7456494999999
702.7556495
707.7656495
712.7756495000001
717.7856495
722.7956495
727.8056495000001
732.8156495
737.8156495
742.8256494999999
747.8356495
752.8456495
757.8556494999999
762.8656495
767.8756495
772.8756495
777.8856495
782.8956495
787.9056495
792.9156495000001
797.9256495
802.9356495
807.9456495000001
812.9456495000001
817.9556494999999
822.9656494999999
827.9756495
832.9856495
837.9956495
843.0056495
848.0056495
853.0156495
858.0256495000001
863.0356495
868.0456495
873.0556495000001
878.0656495
883.0756494999999
888.0756494999999
893.0856495
898.0956495
903.1056495
908.1156495
913.1256495
918.1356495
923.1456495
928.1456495
933.1556495
938.1656495000001
943.1756495
948.1856495
953.1956495000001
958.2056494999999
963.2056494999999
968.2156495
973.2256495
978.2356495
983.2456495
988.2556495
993.2656495
998.2756495
1003.2756494999999
1008.2856495000001
1013.2956495000001
1018.3056495000001
1023.3156495
1028.3256494999998
1033.3356494999998
1038.3356495
1043.3456495
1048.3556495
1053.3656494999998
1058.3756495
1063.3856495
1068.3956495
1073.4056495
1078.4056495
1083.4156495
1088.4256495
1093.4356495
1098.4456495
1103.4556495000002
1108.4656495
1113.4656495
1118.4756495
1123.4856495000001
1128.4956495000001
1133.5056495
1138.5156494999999
1143.5256494999999
1148.5356495
1153.5356495
1158.5456494999999
1163.5556494999998
1168.5656495
1173.5756495
1178.5856495
1183.5956495
1188.5956495
1193.6056495
1198.6156495
1203.6256495
1208.6356495
1213.6456495
1218.6556495
1223.6656495
1228.6656495
1233.6756495000002
1238.6856495
1243.6956495
1248.7056495
1253.7156495
1258.7256495000001
1263.7256495
1268.7356495
1273.7456495
1278.7556495000001
1283.7656495
1288.7756495
1293.7856494999999
1298.7956494999999
1303.7956495
1308.8056495
